,Movie,Release_date,Language,Runtime,Budget,Revenue,Unnamed: 0_x,Name,Genre,Rating,Votes,BoxOffice,Year,Unnamed: 0_y,meter_score,audience_score
959,metallica: through the never,"September 27, 2013", English,1h 33m,"$18,000,000.00","$7,972,967.00",,,,,,,,3140,,13%
960,cheap thrills,"March  8, 2013", English,1h 25m,,,729,Cheap Thrills,"Comedy, Crime, Drama",6.3,407,"59,379",2013,729,88,69%
961,the hunters,"October 25, 2013", English,1h 25m,,,,,,,,,,3253,,33%
962,third person,"December  1, 2013", English,2h 17m,"$28,000,000.00","$1,749,201.00",601,Third Person,"Drama, Romance",5.6,14259,"1,019,038",2013,601,24,34%
963,the lifeguard,"August 30, 2013", English,1h 38m,,,,,,,,,,3159,16,26%
964,instructions not included,"August 30, 2013", Castilian,1h 55m,"$5,500,000.00","$99,067,206.00",472,Instructions Not Included,"Comedy, Drama",7.6,26146,"44,467,206",2013,472,35,51%
965,3096 days,"October 28, 2013", German,1h 51m,,,,,,,,,,3171,,45%
966,rapture-palooza,"June  7, 2013", English,1h 25m,,,,,,,,,,3175,78,52%
967,rapture-palooza,"June  7, 2013", English,1h 25m,,,,,,,,,,3175,78,52%
968,still life,"May 18, 2014", English,1h 32m,,,,,,,,,,3195,,
969,superman: unbound,"May  6, 2013", English,1h 15m,,"$2,915,767.00",,,,,,,,3200,49,39%
970,the unlikely prince,"February  9, 2013", Italian,1h 37m,,,,,,,,,,3211,,8%
971,the last days on mars,"December  6, 2013", English,1h 38m,,"$24,084.00",781,The Last Days on Mars,"Adventure, Horror, Sci-Fi",6.1,2442,"23,838",2013,781,19,25%
972,to the wonder,"April 12, 2013", English,1h 52m,,"$587,615.00",211,To the Wonder,"Drama, Romance",5.9,24812,"586,293",2012,211,46,37%
973,one chance,"August 29, 2014", English,1h 43m,,"$10,900,434.00",706,One Chance,"Biography, Comedy, Drama",6.5,3721,"89,722",2013,706,63,64%
974,13 eerie,"April  2, 2013", English,1h 27m,$3.00,$21.00,,,,,,,,3149,,17%
975,stranger by the lake,"December 20, 2013", French,1h 37m,,,,,,,,,,3237,93,65%
976,we are the nobles,"October 21, 2013", Castilian,1h 48m,"$2,000,000.00",,,,,,,,,3244,96,83%
977,phil spector,"March 24, 2013", English,1h 32m,,,,,,,,,,3192,50,31%
978,kevin hart: let me explain,"June 22, 2013", English,1h 14m,,"$32,230,907.00",,,,,,,,3207,,35%
979,words and pictures,"May 23, 2014", English,1h 51m,,"$3,346,257.00",574,Words and Pictures,"Comedy, Drama, Romance",6.6,8948,"2,166,206",2013,574,42,50%
980,all cheerleaders die,"October 31, 2013", English,1h 29m,,,,,,,,,,3260,53,34%
981,jimmy p.,"February 14, 2014", English,1h 57m,"$10,000,000.00","$30,283.00",783,Jimmy P.,"Biography, Drama, Thriller",5.9,15868,"23,220",2013,783,52,40%
982,out of the blue,"March 14, 2013", Italian,,,,,,,,,,,3104,,40%
983,9 month stretch,"November 11, 2013", French,1h 22m,,,,,,,,,,3263,53,34%
984,the harvest,"October 19, 2013", English,1h 44m,,,,,,,,,,3229,,67%
985,bullet to the head,"February  1, 2013", English,1h 32m,"$55,000,000.00","$9,489,829.00",124,Bullet to the Head,"Action, Crime, Thriller",5.7,43889,"9,483,821",2012,124,46,39%
986,thesis on a homicide,"January 17, 2013", Castilian,1h 42m,,,,,,,,,,3186,,52%
987,r100,"January 18, 2014", Japanese,1h 40m,"$5,500,000.00",,784,R100,"Comedy, Drama",5.6,643,"22,770",2013,784,78,50%
988,r100,"January 18, 2014", Japanese,1h 40m,"$5,500,000.00",,784,R100,"Comedy, Drama",5.6,643,"22,770",2013,784,78,50%
989,welcome mr. president!,"March 19, 2013", Italian,1h 40m,,"$9,500,000.00",,,,,,,,3120,13,33%
990,charlie countryman,"November 15, 2013", English,1h 48m,,"$11,650.00",827,Charlie Countryman,"Comedy, Drama, Romance",6.3,719,"7,973",2013,827,29,49%
991,a.c.o.d.,"October  4, 2013", English,1h 28m,,"$175,705.00",674,A.C.O.D.,Comedy,5.6,788,"172,344",2013,674,,97%
992,11.6,"April  3, 2013", French,1h 42m,,,,,,,,,,3215,,
993,it boy,"June  6, 2013", French,1h 32m,,,,,,,,,,3125,45,61%
994,the pirate bay: away from keyboard,"February  8, 2013", English,1h 22m,,"$34,664.00",,,,,,,,3126,45,61%
995,a case of you,"April 21, 2013", English,1h 31m,,"$4,187.00",,,,,,,,3128,47,26%
996,an adventure in space and time,"November 22, 2013", English,1h 23m,,,,,,,,,,3225,95,92%
997,the kingdom of dreams and madness,"November 16, 2013", Japanese,1h 58m,,,,,,,,,,3268,92,87%
998,one direction: this is us,"August 30, 2013", English,1h 32m,"$10,000,000.00",,,,,,,,,3134,79,44%
999,the invisible woman,"December 25, 2013", English,1h 51m,,"$1,234,254.00",594,The Invisible Woman,"Biography, Drama, History",4.8,2053,"1,234,254",2013,594,,27%
1000,möbius,"April 22, 2013", French,1h 43m,,,,,,,,,,3205,,35%
1001,the trials of cate mccall,"April  5, 2014", English,1h 29m,"$7,000,000.00",,,,,,,,,3204,,35%
1002,very good girls,"January 22, 2013", English,1h 31m,,,,,,,,,,3151,20,34%
1003,teen beach movie,"July 19, 2013", English,1h 50m,,,,,,,,,,3160,86,72%
1004,frequencies,"May 23, 2014", English,1h 45m,,,,,,,,,,3273,100,76%
1005,mood indigo,"October 10, 2013", French,2h 11m,,,,,,,,,,3173,61,53%
1006,hammer of the gods,"July  5, 2013", English,1h 39m,,$641.00,891,Hammer of the Gods,"Action, Adventure, History",6.9,94,438,2013,891,0,29%
1007,the numbers station,"April 26, 2013", English,1h 30m,"$10,000,000.00",,,,,,,,,3183,30,31%
1008,the numbers station,"April 26, 2013", English,1h 30m,"$10,000,000.00",,,,,,,,,3184,30,31%
1009,open grave,"January  2, 2014", English,1h 42m,,,,,,,,,,3194,13,38%
1010,open grave,"January  2, 2014", English,1h 42m,,,,,,,,,,3194,13,38%
1011,grudge match,"December 25, 2013", English,1h 53m,"$40,000,000.00","$44,907,260.00",489,Grudge Match,"Comedy, Drama, Sport",6.4,52770,"29,807,260",2013,489,30,46%
1012,prince avalanche,"January 20, 2013", English,1h 34m,"$725,000.00",,666,Prince Avalanche,"Comedy, Drama",5.7,4236,"204,951",2013,666,82,53%
1013,it's a disaster,"June 20, 2012", English,1h 26m,,,322,It's a Disaster,"Comedy, Drama",6.4,9431,"38,100",2012,322,77,70%
1014,bounty killer,"September  6, 2013", English,1h 33m,,,,,,,,,,3203,49,39%
1015,paulette,"October  4, 2012", French,1h 27m,,"$29,494.00",327,Paulette,"Comedy, Crime",6.6,6115,"29,494",2012,327,76,43%
1016,escape from tomorrow,"October 11, 2013", English,1h 30m,$650.00,,676,Escape from Tomorrow,"Drama, Fantasy, Horror",6.2,795,"169,719",2013,676,54,25%
1017,alan partridge: alpha papa,"February 27, 2014", English,1h 30m,"$4,000,000.00","$9,800,000.00",682,Alan Partridge: Alpha Papa,"Action, Comedy, Crime",5.7,591,"152,211",2013,682,0,23%
1018,in a world...,"August  9, 2013", English,1h 33m,"$1,000,000.00","$2,963,902.00",559,In a World...,Comedy,6.7,28897,"2,962,542",2013,559,37,36%
1019,hatchet iii,"June 14, 2013", English,1h 29m,,,,,,,,,,3092,58,39%
1020,minions: training wheels,"December 10, 2013", English,0h 4m,,,,,,,,,,3198,49,39%
1021,minions: training wheels,"December 10, 2013", English,0h 4m,,,,,,,,,,3199,49,39%
1022,evidence,"July 19, 2013", English,1h 33m,,,,,,,,,,3231,,
1023,the east,"May 31, 2013", English,1h 56m,"$6,500,000.00","$2,401,510.00",568,The East,"Adventure, Drama, Thriller",6.8,46051,"2,268,296",2013,568,,50%
1024,what maisie knew,"May  2, 2013", English,1h 33m,"$6,000,000.00","$1,066,471.00",185,What Maisie Knew,Drama,7.5,24837,"1,065,000",2012,185,86,79%
1025,tom at the farm,"November 10, 2013", French,1h 45m,,,,,,,,,,3245,79,72%
1026,grand piano,"March  7, 2014", English,1h 30m,,,785,Grand Piano,"Music, Mystery, Thriller",5.6,860,"22,353",2013,785,79,47%
1027,crazy me,"February  2, 2013", Italian,1h 34m,,,,,,,,,,3246,79,72%
1028,justin and the knights of valour,"November 26, 2013", English,1h 30m,"$22,000,000.00",,,,,,,,,3251,7,36%
1029,hansel and gretel get baked,"February 19, 2013", English,1h 26m,"$4,500,000.00",,,,,,,,,3254,,31%
1030,the immigrant,"October  6, 2013", English,1h 57m,"$16,000,000.00","$5,867,686.00",579,The Immigrant,"Drama, Romance",6.6,25829,"2,013,456",2013,579,60,86%
1031,scenic route,"August 23, 2013", English,1h 25m,,,,,,,,,,3280,65,50%
1032,scenic route,"August 23, 2013", English,1h 25m,,,,,,,,,,3280,65,50%
1033,in secret,"February 21, 2014", English,1h 41m,,,624,In Secret,"Crime, Drama, Thriller",6.8,5418,"420,266",2013,624,41,34%
1034,colpi di fortuna,"December 21, 2013", Italian,,,,,,,,,,,3276,,
1035,metro,"March  3, 2013", Russian,2h 10m,"$13,000,000.00","$4,463,059.00",,,,,,,,3249,79,72%
1036,sunshine on leith,"October  3, 2013", English,1h 40m,,,,,,,,,,3283,90,71%
1037,banshee chapter,"November  6, 2013", English,1h 27m,"$950,000.00",,,,,,,,,3117,13,33%
1038,blackfish,"January 19, 2013", English,1h 23m,,"$2,063,312.00",,,,,,,,3106,,40%
1039,the grandmaster,"August 30, 2013", Chinese,2h 10m,"$3,860,000.00","$64,076,736.00",541,The Grandmaster,"Action, Biography, Drama",6.6,28078,"6,594,959",2013,541,78,58%
1040,the right kind of wrong,"February  6, 2014", English,1h 37m,,,878,The Right Kind of Wrong,"Comedy, Romance",5.1,3540,"2,022",2013,878,12,37%
1041,the fifth estate,"October 18, 2013", English,2h 8m,"$28,000,000.00","$8,555,008.00",558,The Fifth Estate,"Biography, Drama, Thriller",6.2,35260,"3,254,172",2013,558,37,36%
1042,the blue umbrella,"June 20, 2013", English,0h 7m,,,,,,,,,,3142,,80%
1043,the blue umbrella,"June 20, 2013", English,0h 7m,,,,,,,,,,3143,,80%
1044,louis c.k.: oh my god,"April 13, 2013", English,0h 58m,,,,,,,,,,3281,65,50%
1045,the selfish giant,"December 20, 2013", English,1h 31m,,"$12,189.00",814,The Selfish Giant,Drama,5.1,116,"10,531",2013,814,63,76%
1046,afternoon delight,"August 30, 2013", English,1h 35m,,,673,Afternoon Delight,"Comedy, Drama",5.7,11917,"174,496",2013,673,,97%
1047,"white as milk, red as blood","April  2, 2013", Italian,1h 34m,,,,,,,,,,3163,86,72%
1048,boule & bill,"February 27, 2013", French,1h 22m,"$22,160,664.00",,,,,,,,,3162,86,72%
1049,clear history,"August 10, 2013", English,1h 40m,,,,,,,,,,3293,59,54%
1050,jappeloup,"March 13, 2013", French,2h 10m,,,,,,,,,,3294,,63%
1051,jodorowsky's dune,"August 30, 2013", English,1h 30m,,,,,,,,,,3178,75,36%
1052,aspirante vedovo,"October 10, 2013", Italian,1h 24m,,,,,,,,,,3185,30,31%
1053,20 feet from stardom,"January 17, 2013", English,1h 29m,"$1,000,000.00","$5,892,466.00",,,,,,,,3190,99,82%
1054,20 feet from stardom,"January 17, 2013", English,1h 29m,"$1,000,000.00","$5,892,466.00",,,,,,,,3190,99,82%
1055,contracted,"November 22, 2013", English,1h 18m,,"$4,105.00",860,Contracted,"Drama, Horror, Thriller",6.1,2040,"4,105",2013,860,53,29%
1056,miss violence,"June  7, 2013", Greek,1h 39m,,,,,,,,,,3232,83,71%
1057,the marine 3: homefront,"March  5, 2013", English,1h 26m,,,,,,,,,,3146,,
1058,lovestruck: the musical,"April 21, 2013", English,1h 23m,,,,,,,,,,3285,20,40%
1059,jimi: all is by my side,"May 31, 2014", English,1h 58m,,"$340,911.00",645,Jimi: All Is by My Side,"Biography, Drama, Music",5.6,604,"323,032",2013,645,64,68%
1060,khumba,"December  7, 2013", English,1h 25m,"$20,000,000.00","$27,187,375.00",883,Khumba,"Animation, Adventure, Family",7.2,12,"1,029",2013,883,44,43%
1061,wrong cops,"December 18, 2013", English,1h 23m,,,,,,,,,,3279,,
1062,amiche da morire,"March  7, 2013", English,,,,,,,,,,,3220,,36%
1063,the package,"February 14, 2013", English,1h 33m,,"$1,469.00",881,The Package,"Action, Crime, Thriller",7,27,"1,469",2013,881,14,39%
1064,miracle in cell no. 7,"January 23, 2013", Korean,2h 7m,,,,,,,,,,3233,83,71%
1065,cold comes the night,"September 20, 2013", English,1h 30m,,"$16,971.00",,,,,,,,3240,93,83%
1066,big bad wolves,"April 21, 2013", Hebrew,1h 50m,,"$33,232.00",765,Big Bad Wolves,"Drama, Horror, Thriller",5.7,33582,"33,232",2013,765,77,69%
1067,the brats,"May  5, 2013", French,1h 35m,,,,,,,,,,3247,79,72%
1068,barbie: mariposa and the fairy princess,"August 27, 2013", English,1h 15m,,,,,,,,,,3255,,31%
1069,another me,"August 22, 2014", English,1h 26m,,,,,,,,,,3259,,14%
1070,minuscule: valley of the lost ants,"January 30, 2014", French,1h 29m,"$19,700,000.00","$30,000,000.00",,,,,,,,3267,79,29%
1071,iron man: rise of technovore,"May  3, 2013", Japanese,1h 28m,,,,,,,,,,3272,62,59%
1072,fonzy,"October 30, 2013", French,1h 43m,,,,,,,,,,3301,67,36%
1073,"secretly, greatly","June  5, 2013", Korean,2h 4m,,,,,,,,,,3278,,
1074,stray dogs,"September 12, 2014", Chinese,2h 18m,,,,,,,,,,3107,,40%
1075,stray dogs,"September 12, 2014", Chinese,2h 18m,,,,,,,,,,3107,,40%
1076,drift,"August  2, 2013", English,1h 53m,"$11,000,000.00",,,,,,,,,3269,,
1077,magic magic,"July 26, 2013", English,1h 37m,,,,,,,,,,3221,,36%
1078,doctor who: the time of the doctor,"December 25, 2013", English,1h 0m,,,,,,,,,,3136,,91%
1079,vive la france,"February 19, 2013", French,1h 35m,,,,,,,,,,3137,,91%
1080,un fantastico via vai,"December 12, 2013", Italian,1h 35m,,,,,,,,,,3139,,13%
1081,borgman,"May  9, 2014", Flemish,1h 53m,,,730,Borgman,"Drama, Horror, Mystery",6.3,450,"56,474",2013,730,86,70%
1082,the railway man,"April 11, 2014", English,1h 56m,"$18,000,000.00","$22,309,223.00",549,The Railway Man,"Biography, Drama, Romance",7.1,33747,"4,438,438",2013,549,66,68%
1083,in fear,"March  7, 2014", English,1h 25m,,,,,,,,,,3161,86,72%
1084,special id,"March  7, 2014", Cantonese,1h 38m,,"$12,666.00",,,,,,,,3291,44,25%
1085,wer,"August 19, 2014", English,1h 29m,,,,,,,,,,3176,,39%
1086,penthouse north,"January  4, 2014", English,1h 30m,,,,,,,,,,3298,,18%
1087,the grand seduction,"May 30, 2014", English,1h 52m,"$12,700,000.00","$3,430,018.00",557,The Grand Seduction,Comedy,7,13973,"3,408,966",2013,557,60,66%
1088,age of uprising: the legend of michael kohlhaas,"October 16, 2013", French,2h 2m,,,,,,,,,,3122,45,61%
1089,beneath,"October  8, 2013", English,1h 29m,$89.00,,,,,,,,,3310,,37%
1090,chennai express,"August  8, 2013", Hindi,2h 21m,"$18,000,000.00","$62,000,000.00",546,Chennai Express,"Action, Comedy",6,43235,"5,306,729",2013,546,58,71%
1091,bad milo,"August 29, 2013", English,1h 25m,,"$19,613.00",791,Bad Milo,"Comedy, Horror",5.6,451,"19,613",2013,791,63,41%
1092,the gilded cage,"April 19, 2013", French,1h 30m,"$7,000,000.00",,,,,,,,,3201,49,39%
1093,"me, myself and mum","December 22, 2013", French,1h 25m,"$10,735,974.00",,,,,,,,,3206,,35%
1094,haunter,"October 25, 2013", English,1h 37m,,,,,,,,,,3208,,35%
1095,saving santa,"November  5, 2013", English,1h 23m,"$7,500,000.00",,,,,,,,,3284,20,40%
1096,saving santa,"November  5, 2013", English,1h 23m,"$7,500,000.00",,,,,,,,,3284,20,40%
1097,blue is the warmest color,"October 25, 2013", French,3h 0m,"$4,300,000.00","$10,165,694.00",571,Blue Is the Warmest Color,"Drama, Romance",7.8,119419,"2,199,675",2013,571,90,85%
1098,pete's christmas,"November 16, 2013", English,1h 26m,,,,,,,,,,3256,,31%
1099,pete's christmas,"November 16, 2013", English,1h 26m,,,,,,,,,,3257,,31%
1100,steins;gate: the movie − load region of déjà vu,"April 20, 2013", Japanese,1h 30m,,,,,,,,,,3153,20,34%
1101,the borderlands,"August 24, 2013", English,1h 29m,,,,,,,,,,3219,81,45%
1102,the damned,"August 29, 2014", English,1h 27m,"$3,000,000.00","$5,758,519.00",,,,,,,,3223,,36%
1103,the truth about emanuel,"January 10, 2014", English,1h 36m,,,,,,,,,,3226,34,34%
1104,the truth about emanuel,"January 10, 2014", English,1h 36m,,,,,,,,,,3227,34,34%
1105,dhoom 3,"December 20, 2013", Hindi,2h 52m,"$19,500,000.00","$91,000,000.00",534,Dhoom 3,"Action, Thriller",5.4,39408,"8,031,955",2013,534,80,49%
1106,the french minister,"November  6, 2013", English,1h 53m,"$5,112,027.00",,864,The French Minister,Comedy,3.6,948,"3,800",2013,864,62,54%
1107,the square,"October 25, 2013", Arabic,1h 28m,,,2421,The Square,"Comedy, Drama",7.3,39446,"1,502,347",2017,2419,86,69%
1108,goliyon ki raasleela ram-leela,"November 15, 2013", Hindi,2h 30m,,"$32,000,000.00",,,,,,,,3239,93,83%
1109,family weekend,"March 28, 2013", English,1h 45m,,,,,,,,,,3216,36,52%
1110,phantom,"March  1, 2013", English,1h 39m,"$10,000,000.00","$1,034,589.00",620,Phantom,"Drama, History, Thriller",7.5,4671,"489,984",2013,620,20,17%
1111,phantom,"March  1, 2013", English,1h 39m,"$10,000,000.00","$1,034,589.00",620,Phantom,"Drama, History, Thriller",7.5,4671,"489,984",2013,1600,,70%
1112,phantom,"March  1, 2013", English,1h 39m,"$10,000,000.00","$1,034,589.00",1601,Phantom,"Action, Drama, Thriller",5.8,7457,"207,921",2015,620,20,17%
1113,phantom,"March  1, 2013", English,1h 39m,"$10,000,000.00","$1,034,589.00",1601,Phantom,"Action, Drama, Thriller",5.8,7457,"207,921",2015,1600,,70%
1114,love is in the air,"January 30, 2014", French,1h 36m,,"$7,636.00",,,,,,,,2868,100,84%
1115,love is in the air,"January 30, 2014", French,1h 36m,,"$7,636.00",,,,,,,,3258,,79%
1116,big ass spider!,"October 18, 2013", English,1h 20m,,,,,,,,,,3261,53,34%
1117,coldwater,"March 10, 2013", English,1h 44m,,,,,,,,,,3270,62,59%
1118,queen,"March 14, 2014", Hindi,2h 26m,"$1,900,000.00","$17,000,000.00",587,Queen,"Comedy, Drama",5.6,19785,"1,429,534",2013,587,97,76%
1119,whiplash,"January 18, 2013", English,0h 18m,,,1023,Whiplash,"Drama, Music",8.5,581379,"13,092,000",2014,1023,73,68%
1120,enemies closer,"December 24, 2013", English,1h 25m,"$5,000,000.00",,,,,,,,,3265,79,29%
1121,minions: puppy,"December 10, 2013", English,0h 5m,,,,,,,,,,3118,13,33%
1122,flu,"August 16, 2013", Korean,2h 2m,,,,,,,,,,3121,45,61%
1123,flu,"August 16, 2013", Korean,2h 2m,,,,,,,,,,3121,45,61%
1124,the firefly,"November 10, 2013", Castilian,1h 28m,,,,,,,,,,3314,,
1125,remember sunday,"April 21, 2013", English,1h 36m,,,,,,,,,,3290,,56%
1126,the haunting in connecticut 2: ghosts of georgia,"February  1, 2013", English,1h 41m,"$9,000,000.00",,,,,,,,,3138,,91%
1127,the berlin file,"February 14, 2013", Korean,2h 0m,"$9,000,000.00","$48,965,210.00",,,,,,,,3218,31,57%
1128,my mom is a character,"June 21, 2013", Portuguese,1h 25m,,,,,,,,,,3147,,
1129,the house at the end of time,"June 21, 2013", Castilian,1h 41m,,,,,,,,,,3148,,
1130,i'll follow you down,"August  5, 2014", English,1h 33m,,,,,,,,,,3326,,77%
1131,the adventurer: the curse of the midas box,"December  5, 2013", English,1h 39m,"$25,000,000.00","$6,399.00",854,The Adventurer: The Curse of the Midas Box,"Adventure, Family, Fantasy",5.6,5136,"4,756",2013,854,,
1132,the lunchbox,"February 28, 2014", Hindi,1h 44m,"$3,400,000.00","$17,240,000.00",550,The Lunchbox,"Drama, Romance",7.8,41052,"4,231,500",2013,550,96,86%
1133,new world,"March 22, 2013", Korean,2h 14m,,,,,,,,,,3164,,
1134,castello cavalcanti,"November 12, 2013", English,0h 8m,,,,,,,,,,3165,,
1135,the last of robin hood,"September  5, 2014", English,1h 32m,,,657,The Last of Robin Hood,"Biography, Drama, Romance",5.8,15225,"269,642",2013,657,30,24%
1136,till luck do us part 2,"December 27, 2013", Portuguese,1h 42m,,,,,,,,,,3182,,61%
1137,angelique,"December 20, 2013", French,1h 53m,,,,,,,,,,3308,,33%
1138,american dreams in china,"May 18, 2013", Chinese,1h 52m,,"$88,000,000.00",,,,,,,,3322,,77%
1139,american dreams in china,"May 18, 2013", Chinese,1h 52m,,"$88,000,000.00",,,,,,,,3323,,77%
1140,swindle,"August 23, 2013", English,1h 30m,,,,,,,,,,3191,,
1141,josephine,"July  7, 2013", French,1h 28m,,,,,,,,,,3202,49,39%
1142,cycling with molière,"January 16, 2013", French,1h 44m,,"$10,759,874.00",,,,,,,,3242,93,83%
1143,hope,"October  2, 2013", Korean,2h 2m,,,,,,,,,,3210,,
1144,lights out,"December 30, 2013", Swedish,0h 3m,,,1834,Lights Out,Horror,6.3,95179,"67,268,835",2016,1833,,
1145,lights out,"December 30, 2013", Swedish,0h 3m,,,1834,Lights Out,Horror,6.3,95179,"67,268,835",2016,1833,,
1146,justin bieber's believe,"December 25, 2013", English,1h 32m,,,,,,,,,,3313,,22%
1147,frankenstein's army,"July 26, 2013", English,1h 24m,,,,,,,,,,3222,,36%
1148,krrish 3,"November  1, 2013", Hindi,2h 32m,"$6,218,100.00",,573,Krrish 3,"Action, Adventure, Sci-Fi",5.3,18376,"2,191,343",2013,573,73,51%
1149,the terror live,"July 31, 2013", Korean,1h 37m,,,,,,,,,,3286,,74%
1150,the terror live,"July 31, 2013", Korean,1h 37m,,,,,,,,,,3287,,74%
1151,the protector 2,"May  2, 2014", Thai,1h 44m,,"$3,302,463.00",,,,,,,,3292,19,32%
1152,the 7th floor,"September  5, 2013", Castilian,1h 31m,,,,,,,,,,3236,,29%
1153,a touch of sin,"October  4, 2013", Chinese,2h 11m,,"$154,120.00",704,A Touch of Sin,"Action, Drama",6.8,10226,"91,714",2013,704,94,74%
1154,ammutta muddica al cinema,"October 16, 2013", Italian,,,,,,,,,,,3214,,26%
1155,richard pryor: omit the logic,"April 23, 2013", English,1h 23m,,,,,,,,,,3341,70,65%
1156,at middleton,"May 17, 2013", English,1h 41m,"$2,500,000.00",,741,At Middleton,"Comedy, Romance",7,3758,"49,953",2013,741,57,45%
1157,dead in tombstone,"October 25, 2013", English,1h 40m,"$5,200,000.00",,,,,,,,,3102,,37%
1158,kokowääh 2,"January 27, 2013", German,2h 0m,,,,,,,,,,3271,62,59%
1159,generation iron,"September 20, 2013", English,1h 46m,,,,,,,,,,3299,80,78%
1160,baggage claim,"September 27, 2013", English,1h 36m,"$8,500,000.00","$22,456,509.00",502,Baggage Claim,Comedy,5.1,8110,"21,564,616",2013,502,16,49%
1161,bhaag milkha bhaag,"July 12, 2013", Hindi,3h 6m,"$4,600,000.00","$25,000,000.00",582,Bhaag Milkha Bhaag,"Biography, Drama, Sport",8.2,52576,"1,626,289",2013,582,87,84%
1162,gagarin: first in space,"June  6, 2013", Russian,1h 48m,"$7,000,000.00",,,,,,,,,3330,91,74%
1163,schlussmacher,"January 10, 2013", German,1h 50m,,,,,,,,,,3181,,61%
1164,cold eyes,"July  3, 2013", Korean,1h 59m,,,,,,,,,,3248,79,72%
1165,the abcs of death,"September 15, 2012", English,2h 3m,,"$21,660.00",340,The ABCs of Death,"Comedy, Horror",4.7,16560,"21,660",2012,340,36,23%
1166,burning blue,"June 29, 2013", English,1h 36m,,,,,,,,,,3302,25,48%
1167,burning blue,"June 29, 2013", English,1h 36m,,,,,,,,,,3302,25,48%
1168,green street hooligans: underground,"September  5, 2014", English,1h 30m,,,,,,,,,,3321,94,76%
1169,raja rani,"September 27, 2013", Tamil,2h 40m,,,,,,,,,,3300,80,78%
1170,special 26,"February  8, 2013", Hindi,2h 24m,"$7,100,000.00","$18,000,000.00",599,Special 26,"Crime, Thriller",6.5,31699,"1,079,369",2013,599,100,80%
1171,gloria,"January 23, 2014", Castilian,1h 45m,,"$2,107,925.00",578,Gloria,"Comedy, Drama, Romance",6.7,7249,"2,106,556",2013,578,60,86%
1172,pixie hollow bake off,"October 20, 2013", English,0h 6m,,,,,,,,,,3277,,
1173,butcher boys,"September  6, 2013", English,1h 26m,,,,,,,,,,3324,,77%
1174,return to nim's island,"March 15, 2013", English,1h 30m,,,,,,,,,,3355,,55%
1175,sweetwater,"January 24, 2013", English,1h 35m,"$7,000,000.00",,,,,,,,,3228,34,34%
1176,all hallows' eve,"October 29, 2013", English,1h 22m,,,,,,,,,,3241,93,83%
1177,mr. morgan's last love,"November  1, 2013", English,1h 56m,"$8,200,000.00",,,,,,,,,3224,,36%
1178,16 ans ou presque,"December 18, 2013", French,1h 28m,,,,,,,,,,3234,,29%
1179,night train to lisbon,"December  6, 2013", English,1h 51m,"$7,700,000.00",,,,,,,,,3252,7,36%
1180,hwayi: a monster boy,"October  9, 2013", Korean,2h 5m,,,,,,,,,,3365,,60%
1181,patrick,"March 14, 2014", English,1h 36m,,,,,,,,,,3250,79,72%
1182,three many weddings,"December  5, 2013", Castilian,1h 34m,,,,,,,,,,3353,,55%
1183,500 mph storm,"February 28, 2013", English,1h 30m,"$3,000,000.00",,,,,,,,,3375,,9%
1184,crystal fairy & the magical cactus,"July 12, 2013", English,1h 38m,,,,,,,,,,3315,,
1185,the unbelievers,"December 13, 2013", English,1h 17m,,,,,,,,,,3342,44,62%
1186,the unbelievers,"December 13, 2013", English,1h 17m,,,,,,,,,,3343,44,62%
1187,fuga di cervelli,"November 21, 2013", Italian,,,,,,,,,,,3172,,0%
1188,young mother,"July 31, 2013", Korean,1h 23m,,,,,,,,,,3347,,50%
1189,young mother,"July 31, 2013", Korean,1h 23m,,,,,,,,,,3347,,50%
1190,legends of oz: dorothy's return,"May  9, 2014", English,1h 28m,"$70,000,000.00","$18,662,027.00",531,Legends of Oz: Dorothy's Return,"Animation, Adventure, Family",5.5,5301,"8,462,027",2013,531,4,24%
1191,rigor mortis,"September  6, 2013", Cantonese,1h 45m,,"$7,865.00",,,,,,,,3380,,10%
1192,goodbye world,"June 15, 2013", English,1h 41m,,,,,,,,,,3383,24,32%
1193,pleasure or pain,"October 22, 2013", English,1h 42m,,,,,,,,,,3384,24,32%
1194,pokémon the movie: genesect and the legend awakened,"October 19, 2013", Japanese,1h 12m,,"$32,300,000.00",,,,,,,,3262,53,34%
1195,last passenger,"April 25, 2014", English,1h 36m,,,819,Last Passenger,"Action, Mystery, Thriller",6.1,14883,"9,326",2013,819,85,61%
1196,ragnarok,"November 11, 2013", Norwegian,2h 0m,"$6,500,000.00","$3,721,345.00",882,Ragnarok,"Action, Adventure",6.5,946,"1,228",2013,882,14,39%
1197,inequality for all,"January 19, 2013", English,1h 28m,,,,,,,,,,3385,90,88%
1198,ghost in the shell arise - border 2: ghost whispers,"November 29, 2013", Japanese,0h 50m,,,,,,,,,,3130,47,26%
1199,zombie night,"October  8, 2013", English,1h 28m,"$1,000,000.00",,,,,,,,,3378,,10%
1200,zombie night,"October  8, 2013", English,1h 28m,"$1,000,000.00",,,,,,,,,3379,,10%
1201,the golden dream,"September  4, 2015", Castilian,1h 50m,,,,,,,,,,3362,88,86%
1202,hateship loveship,"April 11, 2014", English,1h 43m,,,737,Hateship Loveship,"Drama, Romance",7.7,5970,"50,573",2013,737,51,36%
1203,the caged flower,"November 23, 2013", Japanese,1h 34m,,,,,,,,,,3296,,63%
